2023-09-01 03:31:33.171719,ff8995d0-db62-4a87-87f1-39c3bf51b3f7,click,adId_05,campaignId_01
2023-09-01 03:31:33.171719,fac1e043-d4a6-496c-a9e8-f9a811252e5c,click,adId_06,campaignId_02
2023-09-01 03:31:33.171719,8813f23e-cba9-4475-bf7d-0594d72b1c65,view,adId_07,campaignId_03
2023-09-01 03:31:33.171719,980a9bca-3f4c-4377-9cf7-dd5407799a8b,click,adId_08,campaignId_01
2023-09-01 03:31:33.171719,db510427-33eb-4635-ba62-ecd96759d566,click,adId_04,campaignId_03
2023-09-01 03:31:33.171719,bb45487d-1b20-4f29-9488-e8780041b08d,view,adId_07,campaignId_03
2023-09-01 03:31:33.171719,d3d6d491-dea3-4ed3-86c2-ca4768e4a23e,click,adId_07,campaignId_01
2023-09-01 03:31:33.171719,4a210ba2-184f-4132-b964-60f795a78ddd,click,adId_07,campaignId_02
2023-09-01 03:31:33.171719,f3259ea6-7fd1-465b-99e2-4c45c541d59e,click,adId_01,campaignId_03
2023-09-01 03:31:33.171719,a31d3a8f-9e61-40db-8a1c-cfda0064a0b1,view,adId_03,campaignId_02
2023-09-01 03:31:33.171719,70199e12-129b-4e89-a296-3c6ecd028aea,click,adId_01,campaignId_02
2023-09-01 03:31:33.171719,f821985e-26d7-493b-90a8-90140691d539,view,adId_06,campaignId_02
2023-09-01 03:31:33.171719,ad705b4b-151d-44a4-af7e-1608c99746a6,click,adId_09,campaignId_02
2023-09-01 03:31:33.171719,b836fc25-af23-49cf-b0e0-89a504c00643,view,adId_05,campaignId_03
2023-09-01 03:31:33.171719,49828bd1-dfba-4224-afd5-b34e08002b7e,view,adId_06,campaignId_03
2023-09-01 03:31:33.171719,5f85b819-a666-45e2-9637-c834eb7fa53c,view,adId_05,campaignId_01
2023-09-01 03:31:33.171719,2ae5249b-4779-4598-99a2-19688906af4e,view,adId_03,campaignId_03
2023-09-01 03:31:33.171719,dd75adac-04b3-4e0c-904b-ef154c0bdfb2,click,adId_10,campaignId_03
2023-09-01 03:31:33.171719,36bf5c20-0f18-4f5f-841a-8313ba12cd09,view,adId_10,campaignId_03
2023-09-01 03:31:33.171719,d190ea72-4b67-47cc-b2c3-d8d3531eaead,click,adId_08,campaignId_02
2023-09-01 03:31:33.171719,a1754e1f-26fe-47c7-85b0-9b4177235710,click,adId_02,campaignId_02
2023-09-01 03:31:33.171719,a066a183-6010-4afb-8492-e6f50556e376,click,adId_10,campaignId_03
